Release Date,Season,Episode,Episode Title,Name,Sentence
2011-05-22,Season 1,Episode 6,A Golden Crown,robert baratheon,"Piss on that! Send a raven. I want you to stay. I'm the king, I get what I want… I never loved my brothers. A sad thing for a man to admit, but it's true. You were the brother I chose. We'll talk when I return from the hunt."
2011-05-22,Season 1,Episode 6,A Golden Crown,eddard stark,The hunt?
2011-05-22,Season 1,Episode 6,A Golden Crown,robert baratheon,Killing things clears my head. You'll have to sit on the throne while I'm away. You'll hate it more than I do.
2011-05-22,Season 1,Episode 6,A Golden Crown,eddard stark,The Targaryen girl -
2011-05-22,Season 1,Episode 6,A Golden Crown,robert baratheon,"Seven hells! Don't start with her again! The girl will die and I'll hear no more of it. Put on the badge. And if you ever take it off again, I swear to the Mother I'll pin the damn thing on Jaime Lannister."
2011-05-22,Season 1,Episode 6,A Golden Crown,irri,Khaleesi?
2011-05-22,Season 1,Episode 6,A Golden Crown,irri,"Oh, Khaleesi!"
2011-05-22,Season 1,Episode 6,A Golden Crown,daenerys targaryen,You're hurt.
2011-05-22,Season 1,Episode 6,A Golden Crown,robb stark,Not too fast.
2011-05-22,Season 1,Episode 6,A Golden Crown,bran stark,"Come on, Dancer."
2011-05-22,Season 1,Episode 6,A Golden Crown,theon greyjoy,When are you gonna tell him?
2011-05-22,Season 1,Episode 6,A Golden Crown,robb stark,Not now.
2011-05-22,Season 1,Episode 6,A Golden Crown,theon greyjoy,Blood for blood. You need to make the Lannisters to pay for Jory and the others.
2011-05-22,Season 1,Episode 6,A Golden Crown,robb stark,You're talking about war.
2011-05-22,Season 1,Episode 6,A Golden Crown,theon greyjoy,I'm talking about justice.
2011-05-22,Season 1,Episode 6,A Golden Crown,robb stark,Only the Lord of Winterfell can call in the bannermen and raise an army.
2011-05-22,Season 1,Episode 6,A Golden Crown,theon greyjoy,A Lannister put his spear through your father's leg. The Kingslayer rides to Casterly Rock where no one can touch -
2011-05-22,Season 1,Episode 6,A Golden Crown,robb stark,You want me to march on Casterly Rock?!
2011-05-22,Season 1,Episode 6,A Golden Crown,theon greyjoy,You're not a boy anymore. They attacked your father. They've already started the war. It's your duty to represent your House when your father can't.
2011-05-22,Season 1,Episode 6,A Golden Crown,robb stark,"And it's not your duty, because it's not your House."
2011-05-22,Season 1,Episode 6,A Golden Crown,robb stark,Where's Bran?
2011-05-22,Season 1,Episode 6,A Golden Crown,theon greyjoy,I don't know. It's not my House.
2011-05-22,Season 1,Episode 6,A Golden Crown,bran stark,Robb?
2011-05-22,Season 1,Episode 6,A Golden Crown,osha,All alone in the deep dark woods.
2011-05-22,Season 1,Episode 6,A Golden Crown,bran stark,"I'm not alone, my brother is with me."
2011-05-22,Season 1,Episode 6,A Golden Crown,wildling,I don't see him. Got him hidden under your cloak?
2011-05-22,Season 1,Episode 6,A Golden Crown,osha,"Oh, that's a pretty pin. Silver."
2011-05-22,Season 1,Episode 6,A Golden Crown,wildling,We'll take the pin. And the horse. Get down… Be quick about it.
2011-05-22,Season 1,Episode 6,A Golden Crown,bran stark,"I can't. The saddle, the straps."
2011-05-22,Season 1,Episode 6,A Golden Crown,wildling,What's wrong with you? You some kind of cripple?
2011-05-22,Season 1,Episode 6,A Golden Crown,bran stark,"I'm Brandon Stark of Winterfell and if you don't let me be, I'll have you all killed!"
2011-05-22,Season 1,Episode 6,A Golden Crown,wildling,Cut his little cock off and stuff it in his mouth.
2011-05-22,Season 1,Episode 6,A Golden Crown,osha,the boy's worth nothing dead. Benjen Stark's own blood. Think what Mance would give us.
2011-05-22,Season 1,Episode 6,A Golden Crown,wildling,Piss on Mance rayder and piss on the North. We're going as far south as south goes. There ain't no white walkers down in Dorne.
2011-05-22,Season 1,Episode 6,A Golden Crown,robb stark,Drop the knife. Let him go and I'll let you live.
2011-05-22,Season 1,Episode 6,A Golden Crown,bran stark,Robb!
2011-05-22,Season 1,Episode 6,A Golden Crown,wildling,Shut up! Drop the blade!
2011-05-22,Season 1,Episode 6,A Golden Crown,bran stark,"No, don't."
2011-05-22,Season 1,Episode 6,A Golden Crown,wildling,Do it.
2011-05-22,Season 1,Episode 6,A Golden Crown,robb stark,Are you all right?
2011-05-22,Season 1,Episode 6,A Golden Crown,bran stark,"Yes, it doesn't hurt."
2011-05-22,Season 1,Episode 6,A Golden Crown,theon greyjoy,"Tough little lad. In the Iron Islands, you're not a man until you've killed your first enemy. Well done."
2011-05-22,Season 1,Episode 6,A Golden Crown,robb stark,Have you lost your mind? What if you'd missed?
2011-05-22,Season 1,Episode 6,A Golden Crown,theon greyjoy,He would have killed you and cut Bran's throat.
2011-05-22,Season 1,Episode 6,A Golden Crown,robb stark,You don't have the right -
2011-05-22,Season 1,Episode 6,A Golden Crown,theon greyjoy,"To what, to save your brother's life? It was the only thing to do, so I did it."
2011-05-22,Season 1,Episode 6,A Golden Crown,robb stark,What about her?
2011-05-22,Season 1,Episode 6,A Golden Crown,osha,"Give me my life, my lord, and I'm yours."
2011-05-22,Season 1,Episode 6,A Golden Crown,robb stark,We'll keep her alive.
2011-05-22,Season 1,Episode 6,A Golden Crown,tyrion lannister,Mord! Turnkey! Mord! Mord!
2011-05-22,Season 1,Episode 6,A Golden Crown,mord,Dwarf man making noise!
2011-05-22,Season 1,Episode 6,A Golden Crown,tyrion lannister,How would you like to be rich?
2011-05-22,Season 1,Episode 6,A Golden Crown,mord,Dwarf man still making noise.
2011-05-22,Season 1,Episode 6,A Golden Crown,tyrion lannister,"My family is rich. We have gold, lots of gold. I'm prepared to give you lots of gold."
2011-05-22,Season 1,Episode 6,A Golden Crown,mord,No gold!
2011-05-22,Season 1,Episode 6,A Golden Crown,tyrion lannister,"Well, I don't have it here."
2011-05-22,Season 1,Episode 6,A Golden Crown,mord,No gold! Fuck off.
2011-05-22,Season 1,Episode 6,A Golden Crown,arya stark,I don't want to practice today.
2011-05-22,Season 1,Episode 6,A Golden Crown,syrio forel,No?
2011-05-22,Season 1,Episode 6,A Golden Crown,arya stark,They killed Jory. My father is hurt. I don't care about stupid wooden swords.
2011-05-22,Season 1,Episode 6,A Golden Crown,syrio forel,You are troubled.
2011-05-22,Season 1,Episode 6,A Golden Crown,arya stark,Yes -
2011-05-22,Season 1,Episode 6,A Golden Crown,syrio forel,"Good! Trouble is the perfect time for training. When you are dancing in the meadow with your dolls and kittens, this is not when fighting happens."
2011-05-22,Season 1,Episode 6,A Golden Crown,arya stark,I don't like dolls and k -
2011-05-22,Season 1,Episode 6,A Golden Crown,syrio forel,You're not here. You're with your trouble. If you're with your trouble when fighting happens…
2011-05-22,Season 1,Episode 6,A Golden Crown,syrio forel,"More trouble for you. Just so… How can you be quick as a snake, or as quiet as a shadow, when you are somewhere else? You are fearing for your father, hmm? That is right. Do you pray to the gods?"
2011-05-22,Season 1,Episode 6,A Golden Crown,syrio forel,The old and the new.
2011-05-22,Season 1,Episode 6,A Golden Crown,syrio forel,There is only one god. And his name is death. And there is only one thing we say to death - “Not today.”
2011-05-22,Season 1,Episode 6,A Golden Crown,viserys targaryen,She has to eat a whole heart? I hope that wasn't my horse.
2011-05-22,Season 1,Episode 6,A Golden Crown,jorah mormont,She's doing well.
2011-05-22,Season 1,Episode 6,A Golden Crown,viserys targaryen,She'll never keep it down.
2011-05-22,Season 1,Episode 6,A Golden Crown,viserys targaryen,Tell me what she is saying.
2011-05-22,Season 1,Episode 6,A Golden Crown,jorah mormont,The prince is riding. I have heard the thunder of the hooves. Swift as the wind he rides. His enemies will cower before him… and their wives will weep tears of blood.”
2011-05-22,Season 1,Episode 6,A Golden Crown,jorah mormont,She's going to have a boy.
2011-05-22,Season 1,Episode 6,A Golden Crown,viserys targaryen,He won't be a real Targaryen. He won't be a true dragon.
2011-05-22,Season 1,Episode 6,A Golden Crown,jorah mormont,"The stallion who mounts the world.” The stallion, is the khal of khals. He shall unite the people into a single khalasar. All the people of the world will be his herd."
2011-05-22,Season 1,Episode 6,A Golden Crown,daenerys targaryen,A prince rides inside me! And he shall be called Rhaego!
2011-05-22,Season 1,Episode 6,A Golden Crown,viserys targaryen,They love her.
2011-05-22,Season 1,Episode 6,A Golden Crown,jorah mormont,She truly is a queen today.
2011-05-22,Season 1,Episode 6,A Golden Crown,jorah mormont,Don't let them see you carrying a sword in Vaes Dothrak. You know the law.
2011-05-22,Season 1,Episode 6,A Golden Crown,viserys targaryen,It's not my law.
2011-05-22,Season 1,Episode 6,A Golden Crown,jorah mormont,They don't belong to you.
2011-05-22,Season 1,Episode 6,A Golden Crown,viserys targaryen,Whatever is hers is also mine.
2011-05-22,Season 1,Episode 6,A Golden Crown,jorah mormont,"Once, perhaps."
2011-05-22,Season 1,Episode 6,A Golden Crown,viserys targaryen,"If I sell one egg, I'll have enough to buy a ship. Two eggs - a ship and an army."
2011-05-22,Season 1,Episode 6,A Golden Crown,jorah mormont,And you have all three.
2011-05-22,Season 1,Episode 6,A Golden Crown,viserys targaryen,"I need a large army… I'm the last hope of a dynasty, Mormont. The greatest dynasty this world has ever seen, on my shoulders since I was five years old and no one has ever given me what they gave to her in that tent. Never. Not a piece of it… How can I carry what I need to carry without it? Hmm? Who can rule without wealth, or fear, or love? Oh, you stand there, all nobility and honor. You don't think I see you looking at my little sister, hmm? Don't think I know what you want? I don't care. You can have her. She can be queen of the savages and dine on the finest bloody horseparts, and you can dine on whichever parts of her you like. But let me go."
2011-05-22,Season 1,Episode 6,A Golden Crown,jorah mormont,"You can go, but you can't have the eggs."
2011-05-22,Season 1,Episode 6,A Golden Crown,viserys targaryen,You swore an oath to me. Does loyalty mean nothing to you?
2011-05-22,Season 1,Episode 6,A Golden Crown,jorah mormont,It means everything to me.
2011-05-22,Season 1,Episode 6,A Golden Crown,viserys targaryen,And yet here you stand?
2011-05-22,Season 1,Episode 6,A Golden Crown,jorah mormont,And here I stand.
2011-05-22,Season 1,Episode 6,A Golden Crown,tyrion lannister,Mord! Mord! Mord! Mord! Mord!
2011-05-22,Season 1,Episode 6,A Golden Crown,mord,Noise again!
2011-05-22,Season 1,Episode 6,A Golden Crown,tyrion lannister,About the gold -
2011-05-22,Season 1,Episode 6,A Golden Crown,tyrion lannister,"Listen to me! Listen to me! Sometimes possession… is an abstract concept. When they captured me they took my purse, but the gold is still mine."
2011-05-22,Season 1,Episode 6,A Golden Crown,mord,Where?
2011-05-22,Season 1,Episode 6,A Golden Crown,tyrion lannister,"Where? I don't know where, but when they free me -"
2011-05-22,Season 1,Episode 6,A Golden Crown,mord,You want free? Go be free.
2011-05-22,Season 1,Episode 6,A Golden Crown,tyrion lannister,"Have you ever heard the phrase “Rich as a Lannister”? Of course you have. You're a smart man. You know who the Lannisters are. I am a Lannister. Tyrion, son of Tywin! And of course, you have also heard the phrase, “a Lannister always pays his debts.” If you deliver a message from me to Lady Arryn, I will be in your debt. I will owe you gold. If you deliver the message and I live, which I very much intend to do."
2011-05-22,Season 1,Episode 6,A Golden Crown,mord,What message?
2011-05-22,Season 1,Episode 6,A Golden Crown,tyrion lannister,Tell her I wish to confess my crimes.
2011-05-22,Season 1,Episode 6,A Golden Crown,lysa arryn,You wish to confess your crimes?
2011-05-22,Season 1,Episode 6,A Golden Crown,tyrion lannister,"Yes, my lady. I do, my lady."
2011-05-22,Season 1,Episode 6,A Golden Crown,lysa arryn,"Skycells always break them. Speak, Imp. Meet your gods as an honest man."
2011-05-22,Season 1,Episode 6,A Golden Crown,tyrion lannister,"Where do I begin, my lords and ladies? I'm a vile man, I confess it. My crimes and sins are beyond counting. I have lied and cheated, gambled and whored. I'm not particularly good at violence, but I'm good at convincing others to do violence for me. You want specifics, I suppose. When I was seven, I saw a servant girl bathing in the river. I stole her robe. She was forced to return to the castle, naked and in tears. I close my eyes, I can still see her tits bouncing. When I was ten, I stuffed my uncle's boots with goatshit. When confronted with my crime, I blamed a squire. Poor boy was flogged and… I escaped justice. When I was twelve, I milked my eel into a pot of turtle stew. I flogged the one-eyed snake. I skinned my sausage. I made the bald man cry into the turtle stew, which I do believe my sister ate. At least I hope she did. I once brought a jackass and a honeycomb into a brothel -"
2011-05-22,Season 1,Episode 6,A Golden Crown,lysa arryn,Silence!
2011-05-22,Season 1,Episode 6,A Golden Crown,robin arryn,What happened next?!
2011-05-22,Season 1,Episode 6,A Golden Crown,lysa arryn,What do you think you're doing?
2011-05-22,Season 1,Episode 6,A Golden Crown,tyrion lannister,Confessing my crimes.
2011-05-22,Season 1,Episode 6,A Golden Crown,catelyn stark,"Lord Tyrion, you are accused of hiring a man to slay my son Bran in his bed, and of conspiring to murder my sister's husband; Lord Jon Arryn, the Hand of the King."
2011-05-22,Season 1,Episode 6,A Golden Crown,tyrion lannister,"Oh, I'm very sorry. I don't know anything about all that."
2011-05-22,Season 1,Episode 6,A Golden Crown,lysa arryn,"You've had your little joke. I trust you enjoyed it. Mord, take him back to the dungeon. But this time find a smaller cell, with a steeper floor."
